ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
4746,simple,5244,,5244,1,0,visible,DIAMOND CUT HOOP P52,,,,taxable,,1,,,0,0,,,,,1,,,36.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5244.jpg,,,,,,,,,0,,thelength,,1,0
4747,simple,5245,,5245,1,0,visible,DIAMOND CUT HOOP P52,,,,taxable,,1,,,0,0,,,,,1,,,46.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5245.jpg,,,,,,,,,0,,thelength,,1,0
4748,simple,5246,,5246,1,0,visible,DIAMOND CUT HOOP P52,,,,taxable,,1,,,0,0,,,,,1,,,46.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5246.jpg,,,,,,,,,0,,thelength,,1,0
4749,simple,5247,,5247,1,0,visible,DIAMOND CUT HOOP P52,,,,taxable,,1,,,0,0,,,,,1,,,62.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5247.jpg,,,,,,,,,0,,thelength,,1,0
4750,simple,5248,,5248,1,0,visible,DIAMOND CUT HOOP P52,,,,taxable,,1,,,0,0,,,,,1,,,55.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5248.jpg,,,,,,,,,0,,thelength,,1,0
4752,simple,5253,,5253,1,0,visible,FILIGREE EARRING P61,,,,taxable,,1,,,0,0,,,,,1,,,34.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5253.jpg,,,,,,,,,0,,thelength,,1,0
4754,simple,5256,,5256,1,0,visible,FILIGREE EARRING P61,,,,taxable,,1,,,0,0,,,,,1,,,29.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5256.jpg,,,,,,,,,0,,thelength,,1,0
4755,simple,5259,,5259,1,0,visible,EAR FAITH HOPE CHARITY P59,,,,taxable,,1,,,0,0,,,,,1,,,16.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5259.jpg,,,,,,,,,0,,thelength,,1,0
4756,simple,5260,,5260,1,0,visible,HEART EARRING P59,,,,taxable,,1,,,0,0,,,,,1,,,14.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5260.jpg,,,,,,,,,0,,thelength,,1,0
4757,simple,5261,,5261,1,0,visible,EARRING SMALL HEART P59,,,,taxable,,1,,,0,0,,,,,1,,,12.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5261.jpg,,,,,,,,,0,,thelength,,1,0
4758,simple,5262,,5262,1,0,visible,EARRING SMALL HEART P59,,,,taxable,,1,,,0,0,,,,,1,,,9.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5262.jpg,,,,,,,,,0,,thelength,,1,0
4759,simple,5263,,5263,1,0,visible,EARRING CUPID P59,,,,taxable,,1,,,0,0,,,,,1,,,12.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5263.jpg,,,,,,,,,0,,thelength,,1,0
4760,simple,5264,,5264,1,0,visible,EARRING CHERUB P59,,,,taxable,,1,,,0,0,,,,,1,,,28.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5264.jpg,,,,,,,,,0,,thelength,,1,0
4761,simple,5269,,5269,1,0,visible,DANGLE CELTIC EAR P61,,,,taxable,,1,,,0,0,,,,,1,,,31.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5269.jpg,,,,,,,,,0,,thelength,,1,0
4762,simple,5272,,5272,1,0,visible,EARRING STAR OF DAVID P59,,,,taxable,,1,,,0,0,,,,,1,,,10.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5272.jpg,,,,,,,,,0,,thelength,,1,0
4763,simple,5273,,5273,1,0,visible,EARRING UNICORN P59,,,,taxable,,1,,,0,0,,,,,1,,,8.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5273.jpg,,,,,,,,,0,,thelength,,1,0
4764,simple,5275,,5275,1,0,visible,EARRING SUN P59,,,,taxable,,1,,,0,0,,,,,1,,,13.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5275.jpg,,,,,,,,,0,,thelength,,1,0
4765,simple,5276,,5276,1,0,visible,EARRING SUN P59,,,,taxable,,1,,,0,0,,,,,1,,,24.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5276.jpg,,,,,,,,,0,,thelength,,1,0
4766,simple,5277,,5277,1,0,visible,EARRING MOON P59,,,,taxable,,1,,,0,0,,,,,1,,,27.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5277.jpg,,,,,,,,,0,,thelength,,1,0
4767,simple,5278,,5278,1,0,visible,EARRING MUSIC NOTE P59,,,,taxable,,1,,,0,0,,,,,1,,,15.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5278.jpg,,,,,,,,,0,,thelength,,1,0
4768,simple,5279,,5279,1,0,visible,EARRING MUSIC NOTE P59,,,,taxable,,1,,,0,0,,,,,1,,,16.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5279.jpg,,,,,,,,,0,,thelength,,1,0
4769,simple,5280,,5280,1,0,visible,EARRING COKE P59,,,,taxable,,1,,,0,0,,,,,1,,,29.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5280.jpg,,,,,,,,,0,,thelength,,1,0
4770,simple,5283,,5283,1,0,visible,EARRING FROG P59,,,,taxable,,1,,,0,0,,,,,1,,,20.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5283.jpg,,,,,,,,,0,,thelength,,1,0
4771,simple,5285,,5285,1,0,visible,FILIGREE EARRING P61,,,,taxable,,1,,,0,0,,,,,1,,,21.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5285.jpg,,,,,,,,,0,,thelength,,1,0
4772,simple,5286,,5286,1,0,visible,DANGLE CELTIC EAR P61,,,,taxable,,1,,,0,0,,,,,1,,,33.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5286.jpg,,,,,,,,,0,,thelength,,1,0
4773,simple,5288,,5288,1,0,visible,EAR CUFF WIRE P53,,,,taxable,,1,,,0,0,,,,,1,,,12.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5288.jpg,,,,,,,,,0,,thelength,,1,0
4774,simple,5293,,5293,1,0,visible,CELTIC EARRING P61,,,,taxable,,1,,,0,0,,,,,1,,,24.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5293.jpg,,,,,,,,,0,,thelength,,1,0
4775,simple,5300,,5300,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,20.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5300.jpg,,,,,,,,,0,,thelength,,1,0
4776,simple,5301,,5301,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,36.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5301.jpg,,,,,,,,,0,,thelength,,1,0
4777,simple,5302,,5302,1,0,visible,CUBIC SQUARE EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,18.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5302.jpg,,,,,,,,,0,,thelength,,1,0
4778,simple,5303,,5303,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,28.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5303.jpg,,,,,,,,,0,,thelength,,1,0
4779,simple,5304,,5304,1,0,visible,PEAR CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,22.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5304.jpg,,,,,,,,,0,,thelength,,1,0
4780,simple,5305,,5305,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,16.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5305.jpg,,,,,,,,,0,,thelength,,1,0
4781,simple,5307,,5307,1,0,visible,OVAL CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,25.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5307.jpg,,,,,,,,,0,,thelength,,1,0
4782,simple,5308,,5308,1,0,visible,HEART CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,19.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5308.jpg,,,,,,,,,0,,thelength,,1,0
4783,simple,5309,,5309,1,0,visible,HEART CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,26.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5309.jpg,,,,,,,,,0,,thelength,,1,0
4784,simple,5310,,5310,1,0,visible,ROUND CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,18.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5310.jpg,,,,,,,,,0,,thelength,,1,0
4785,simple,5311,,5311,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,18.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5311.jpg,,,,,,,,,0,,thelength,,1,0
4786,simple,5313,,5313,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,28.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5313.jpg,,,,,,,,,0,,thelength,,1,0
4787,simple,5314,,5314,1,0,visible,CUBIC DANGLE EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,16.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5314.jpg,,,,,,,,,0,,thelength,,1,0
4788,simple,5315,,5315,1,0,visible,SQUARE DANGLE EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,31.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5315.jpg,,,,,,,,,0,,thelength,,1,0
4789,simple,5316,,5316,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,31.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5316.jpg,,,,,,,,,0,,thelength,,1,0
4790,simple,5318,,5318,1,0,visible,DANGLE HEART CUBIC P49,,,,taxable,,1,,,0,0,,,,,1,,,16.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5318.jpg,,,,,,,,,0,,thelength,,1,0
4791,simple,5320,,5320,1,0,visible,CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,25.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5320.jpg,,,,,,,,,0,,thelength,,1,0
4792,simple,5321,,5321,1,0,visible,BEZEL CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,51.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/5321.jpg,,,,,,,,,0,,thelength,,1,0
4793,simple,5322,,5322,1,0,visible,3 CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,45.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/5322.jpg,,,,,,,,,0,,thelength,,1,0
4794,simple,5325,,5325,1,0,visible,LONG DANGLE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,47.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5325.jpg,,,,,,,,,0,,thelength,,1,0
4795,simple,5326,,5326,1,0,visible,LEVER CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,26.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5326.jpg,,,,,,,,,0,,thelength,,1,0
4796,simple,5327,,5327,1,0,visible,LEVER CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,31.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5327.jpg,,,,,,,,,0,,thelength,,1,0
4797,simple,5328,,5328,1,0,visible,LEVER CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,37.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5328.jpg,,,,,,,,,0,,thelength,,1,0
4798,simple,5329,,5329,1,0,visible,LEVER CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,24.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5329.jpg,,,,,,,,,0,,thelength,,1,0
4799,simple,5330,,5330,1,0,visible,LEVER CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,31.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5330.jpg,,,,,,,,,0,,thelength,,1,0
4800,simple,5331,,5331,1,0,visible,LEVER CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,29.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5331.jpg,,,,,,,,,0,,thelength,,1,0
4801,simple,5332,,5332,1,0,visible,LEVER CUBIC EARRING,,,,taxable,,1,,,0,0,,,,,1,,,36,,,,https://rousseauchain.com/wp-content/uploads/product_images/5332.jpg,,,,,,,,,0,,thelength,,1,0
4802,simple,5333,,5333,1,0,visible,LEVER CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,33.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5333.jpg,,,,,,,,,0,,thelength,,1,0
4803,simple,5334,,5334,1,0,visible,LEVER CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,50.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5334.jpg,,,,,,,,,0,,thelength,,1,0
4804,simple,5335,,5335,1,0,visible,CUBIC HOOP P50,,,,taxable,,1,,,0,0,,,,,1,,,44.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/5335.jpg,,,,,,,,,0,,thelength,,1,0
4805,simple,5336,,5336,1,0,visible,CUBIC HUGGIE P49,,,,taxable,,1,,,0,0,,,,,1,,,54.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5336.jpg,,,,,,,,,0,,thelength,,1,0
4806,simple,5337,,5337,1,0,visible,CUBIC HUGGIE P49,,,,taxable,,1,,,0,0,,,,,1,,,62.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5337.jpg,,,,,,,,,0,,thelength,,1,0
4807,simple,5338,,5338,1,0,visible,CUBIC HUGGIE P49,,,,taxable,,1,,,0,0,,,,,1,,,70,,,,https://rousseauchain.com/wp-content/uploads/product_images/5338.jpg,,,,,,,,,0,,thelength,,1,0
4809,simple,5340,,5340,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,39.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5340.jpg,,,,,,,,,0,,thelength,,1,0
4810,simple,5341,,5341,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,30.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5341.jpg,,,,,,,,,0,,thelength,,1,0
4811,simple,5342,,5342,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,29,,,,https://rousseauchain.com/wp-content/uploads/product_images/5342.jpg,,,,,,,,,0,,thelength,,1,0
4812,simple,5343,,5343,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,33,,,,https://rousseauchain.com/wp-content/uploads/product_images/5343.jpg,,,,,,,,,0,,thelength,,1,0
4813,simple,5344,,5344,1,0,visible,DANGLE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,33,,,,https://rousseauchain.com/wp-content/uploads/product_images/5344.jpg,,,,,,,,,0,,thelength,,1,0
4814,simple,5345,,5345,1,0,visible,BALL CUBIC STUD P49,,,,taxable,,1,,,0,0,,,,,1,,,47.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5345.jpg,,,,,,,,,0,,thelength,,1,0
4815,simple,5347,,5347,1,0,visible,CUBIC HEART STUD P49,,,,taxable,,1,,,0,0,,,,,1,,,36.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5347.jpg,,,,,,,,,0,,thelength,,1,0
4816,simple,5348,,5348,1,0,visible,CUBIC BALL STUD P49,,,,taxable,,1,,,0,0,,,,,1,,,51.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5348.jpg,,,,,,,,,0,,thelength,,1,0
4817,simple,5349,,5349,1,0,visible,3 CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,28.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/5349.jpg,,,,,,,,,0,,thelength,,1,0
4818,simple,5350,,5350,1,0,visible,CLUSTER CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,42.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5350.jpg,,,,,,,,,0,,thelength,,1,0
4819,simple,5352,,5352,1,0,visible,CUBIC SQUARE STUD P49,,,,taxable,,1,,,0,0,,,,,1,,,31.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5352.jpg,,,,,,,,,0,,thelength,,1,0
4820,simple,5353,,5353,1,0,visible,HEART CUBIC STUD P49,,,,taxable,,1,,,0,0,,,,,1,,,26,,,,https://rousseauchain.com/wp-content/uploads/product_images/5353.jpg,,,,,,,,,0,,thelength,,1,0
4821,simple,5356,,5356,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,48.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5356.jpg,,,,,,,,,0,,thelength,,1,0
4822,simple,5358,,5358,1,0,visible,HEART CUBIC STUD P49,,,,taxable,,1,,,0,0,,,,,1,,,15.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5358.jpg,,,,,,,,,0,,thelength,,1,0
4823,simple,5359,,5359,1,0,visible,DOLPHIN CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,27,,,,https://rousseauchain.com/wp-content/uploads/product_images/5359.jpg,,,,,,,,,0,,thelength,,1,0
4824,simple,5360,,5360,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,19.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5360.jpg,,,,,,,,,0,,thelength,,1,0
4825,simple,5362,,5362,1,0,visible,CUBIC PENDANT P46,,,,taxable,,1,,,0,0,,,,,1,,,30.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5362.jpg,,,,,,,,,0,,thelength,,1,0
4826,simple,5363,,5363,1,0,visible,CUBIC EARRINGS P46,,,,taxable,,1,,,0,0,,,,,1,,,18.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5363.jpg,,,,,,,,,0,,thelength,,1,0
4827,simple,5364,,5364,1,0,visible,CUBIC PENDANT P46,,,,taxable,,1,,,0,0,,,,,1,,,15.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5364.jpg,,,,,,,,,0,,thelength,,1,0
4829,simple,5367,,5367,1,0,visible,BUTTERFLY CUBIC EAR P46,,,,taxable,,1,,,0,0,,,,,1,,,33.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5367.jpg,,,,,,,,,0,,thelength,,1,0
4830,simple,5368,,5368,1,0,visible,BUTTERFLY CUBIC PEND P46,,,,taxable,,1,,,0,0,,,,,1,,,20.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5368.jpg,,,,,,,,,0,,thelength,,1,0
4831,simple,5369,,5369,1,0,visible,3 STONE CUBIC EARRING P46,,,,taxable,,1,,,0,0,,,,,1,,,36.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5369.jpg,,,,,,,,,0,,thelength,,1,0
4832,simple,5370,,5370,1,0,visible,3 STONE CUBIC PEND P46,,,,taxable,,1,,,0,0,,,,,1,,,33.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5370.jpg,,,,,,,,,0,,thelength,,1,0
4833,simple,5371,,5371,1,0,visible,CUBIC EARRINGS P46,,,,taxable,,1,,,0,0,,,,,1,,,47.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5371.jpg,,,,,,,,,0,,thelength,,1,0
4834,simple,5372,,5372,1,0,visible,CUBIC PENDANT P46,,,,taxable,,1,,,0,0,,,,,1,,,21.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5372.jpg,,,,,,,,,0,,thelength,,1,0
4835,simple,5376,,5376,1,0,visible,CUBIC HUGGIE P49,,,,taxable,,1,,,0,0,,,,,1,,,57.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5376.jpg,,,,,,,,,0,,thelength,,1,0
4836,simple,5378,,5378,1,0,visible,CUBIC HUGGIE P49,,,,taxable,,1,,,0,0,,,,,1,,,54.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5378.jpg,,,,,,,,,0,,thelength,,1,0
4837,simple,5379,,5379,1,0,visible,HUGGIE P49,,,,taxable,,1,,,0,0,,,,,1,,,82.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5379.jpg,,,,,,,,,0,,thelength,,1,0
4838,simple,5380,,5380,1,0,visible,LARGE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,38.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5380.jpg,,,,,,,,,0,,thelength,,1,0
4839,simple,5381,,5381,1,0,visible,SQUARE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,12.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5381.jpg,,,,,,,,,0,,thelength,,1,0
4840,simple,5382,,5382,1,0,visible,SQUARE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,15.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5382.jpg,,,,,,,,,0,,thelength,,1,0
4841,simple,5383,,5383,1,0,visible,SQUARE CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,15.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5383.jpg,,,,,,,,,0,,thelength,,1,0
4842,simple,5384,,5384,1,0,visible,HEART CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,36.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5384.jpg,,,,,,,,,0,,thelength,,1,0
4843,simple,5385,,5385,1,0,visible,AMETHYST/CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,19.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5385.jpg,,,,,,,,,0,,thelength,,1,0
4844,simple,5386,,5386,1,0,visible,BLUE/CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,17.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5386.jpg,,,,,,,,,0,,thelength,,1,0
4845,simple,5387,,5387,1,0,visible,AMETHYST/CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,12.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5387.jpg,,,,,,,,,0,,thelength,,1,0
4846,simple,5388,,5388,1,0,visible,AMETHYST/CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,21.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5388.jpg,,,,,,,,,0,,thelength,,1,0
4847,simple,5389,,5389,1,0,visible,BLUE/CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,13.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/5389.jpg,,,,,,,,,0,,thelength,,1,0
4848,simple,5390,,5390,1,0,visible,BLUE/CUBIC EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,18.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5390.jpg,,,,,,,,,0,,thelength,,1,0
4849,simple,5391,,5391,1,0,visible,GARNET EAR P49,,,,taxable,,1,,,0,0,,,,,1,,,20.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5391.jpg,,,,,,,,,0,,thelength,,1,0
4850,simple,5392,,5392,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,12.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5392.jpg,,,,,,,,,0,,thelength,,1,0
4851,simple,5393,,5393,1,0,visible,CUBIC EARRING P49,,,,taxable,,1,,,0,0,,,,,1,,,24.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5393.jpg,,,,,,,,,0,,thelength,,1,0
4852,simple,5394,,5394,1,0,visible,CUBIC BAR EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,25.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5394.jpg,,,,,,,,,0,,thelength,,1,0
4853,simple,5395,,5395,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,30.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5395.jpg,,,,,,,,,0,,thelength,,1,0
4854,simple,5396,,5396,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,19.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5396.jpg,,,,,,,,,0,,thelength,,1,0
4855,simple,5397,,5397,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,27.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5397.jpg,,,,,,,,,0,,thelength,,1,0
4856,simple,5398,,5398,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,32.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5398.jpg,,,,,,,,,0,,thelength,,1,0
4857,simple,5399,,5399,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,73,,,,https://rousseauchain.com/wp-content/uploads/product_images/5399.jpg,,,,,,,,,0,,thelength,,1,0
4858,simple,5400,,5400,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,58.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5400.jpg,,,,,,,,,0,,thelength,,1,0
4859,simple,5401,,5401,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,29.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5401.jpg,,,,,,,,,0,,thelength,,1,0
4860,simple,5402,,5402,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,39.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5402.jpg,,,,,,,,,0,,thelength,,1,0
4861,simple,5403,,5403,1,0,visible,DANGLE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,68.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5403.jpg,,,,,,,,,0,,thelength,,1,0
4862,simple,5406,,5406,1,0,visible,SQUARE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,74.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/5406.jpg,,,,,,,,,0,,thelength,,1,0
4863,simple,5407,,5407,1,0,visible,CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,89.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5407.jpg,,,,,,,,,0,,thelength,,1,0
4864,simple,5408,,5408,1,0,visible,CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,86.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5408.jpg,,,,,,,,,0,,thelength,,1,0
4865,simple,5409,,5409,1,0,visible,PEAR CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,53.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5409.jpg,,,,,,,,,0,,thelength,,1,0
4866,simple,5410,,5410,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,38.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5410.jpg,,,,,,,,,0,,thelength,,1,0
4867,simple,5411,,5411,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,36.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5411.jpg,,,,,,,,,0,,thelength,,1,0
